question_id,config,grader,dim,score
question_25,qwen3.6-27b/rag,hasan,correctness,3
question_25,qwen3.6-27b/rag,hasan,usefulness,3
question_25,gpt-5.5/live,hasan,correctness,5
question_25,gpt-5.5/live,hasan,usefulness,5
question_33,qwen3.6-27b/no-tools,hasan,correctness,5
question_33,qwen3.6-27b/no-tools,hasan,usefulness,5
question_33,qwen3.6-35b/live,hasan,correctness,5
question_33,qwen3.6-35b/live,hasan,usefulness,4
question_33,qwen3.6-27b/live,hasan,correctness,4
question_33,qwen3.6-27b/live,hasan,usefulness,5
question_33,qwen3.6-27b/rag,hasan,correctness,4
question_33,qwen3.6-27b/rag,hasan,usefulness,4
question_33,gpt-5.5/live,hasan,correctness,5
question_33,gpt-5.5/live,hasan,usefulness,5
