question_id,config,judge,dim,score
question_47,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,4
question_47,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_48,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_48,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_48,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,5
question_48,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,5
question_48,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_49,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_49,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_49,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,5
question_49,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,5
question_49,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_50,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_50,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_50,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,4
question_50,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,3
question_50,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,1
question_51,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_51,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_51,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,5
question_51,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,5
question_51,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_52,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_52,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_52,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,5
question_52,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,5
question_52,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_53,qwen3.6-27b/live,gemini-3.1-pro-preview,relevance,5
question_53,qwen3.6-27b/live,gemini-3.1-pro-preview,completeness,5
question_53,qwen3.6-27b/live,gemini-3.1-pro-preview,specificity,5
question_53,qwen3.6-27b/live,gemini-3.1-pro-preview,helpfulness,5
question_53,qwen3.6-27b/live,gemini-3.1-pro-preview,source_faithfulness,5
question_1,qwen3.6-27b/live,gpt-5.5,relevance,5
question_1,qwen3.6-27b/live,gpt-5.5,completeness,4
question_1,qwen3.6-27b/live,gpt-5.5,specificity,2
question_1,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_1,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_2,qwen3.6-27b/live,gpt-5.5,relevance,5
question_2,qwen3.6-27b/live,gpt-5.5,completeness,4
question_2,qwen3.6-27b/live,gpt-5.5,specificity,3
question_2,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_2,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_3,qwen3.6-27b/live,gpt-5.5,relevance,4
question_3,qwen3.6-27b/live,gpt-5.5,completeness,4
question_3,qwen3.6-27b/live,gpt-5.5,specificity,3
question_3,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_3,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_4,qwen3.6-27b/live,gpt-5.5,relevance,5
question_4,qwen3.6-27b/live,gpt-5.5,completeness,4
question_4,qwen3.6-27b/live,gpt-5.5,specificity,2
question_4,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_4,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_5,qwen3.6-27b/live,gpt-5.5,relevance,5
question_5,qwen3.6-27b/live,gpt-5.5,completeness,4
question_5,qwen3.6-27b/live,gpt-5.5,specificity,2
question_5,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_5,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_6,qwen3.6-27b/live,gpt-5.5,relevance,3
question_6,qwen3.6-27b/live,gpt-5.5,completeness,2
question_6,qwen3.6-27b/live,gpt-5.5,specificity,2
question_6,qwen3.6-27b/live,gpt-5.5,helpfulness,2
question_6,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_7,qwen3.6-27b/live,gpt-5.5,relevance,4
question_7,qwen3.6-27b/live,gpt-5.5,completeness,4
question_7,qwen3.6-27b/live,gpt-5.5,specificity,2
question_7,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_7,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_8,qwen3.6-27b/live,gpt-5.5,relevance,4
question_8,qwen3.6-27b/live,gpt-5.5,completeness,4
question_8,qwen3.6-27b/live,gpt-5.5,specificity,2
question_8,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_8,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_9,qwen3.6-27b/live,gpt-5.5,relevance,4
question_9,qwen3.6-27b/live,gpt-5.5,completeness,2
question_9,qwen3.6-27b/live,gpt-5.5,specificity,2
question_9,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_9,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_10,qwen3.6-27b/live,gpt-5.5,relevance,5
question_10,qwen3.6-27b/live,gpt-5.5,completeness,3
question_10,qwen3.6-27b/live,gpt-5.5,specificity,4
question_10,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_10,qwen3.6-27b/live,gpt-5.5,source_faithfulness,4
question_11,qwen3.6-27b/live,gpt-5.5,relevance,5
question_11,qwen3.6-27b/live,gpt-5.5,completeness,4
question_11,qwen3.6-27b/live,gpt-5.5,specificity,3
question_11,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_11,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_12,qwen3.6-27b/live,gpt-5.5,relevance,5
question_12,qwen3.6-27b/live,gpt-5.5,completeness,4
question_12,qwen3.6-27b/live,gpt-5.5,specificity,3
question_12,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_12,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_13,qwen3.6-27b/live,gpt-5.5,relevance,4
question_13,qwen3.6-27b/live,gpt-5.5,completeness,3
question_13,qwen3.6-27b/live,gpt-5.5,specificity,3
question_13,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_13,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_14,qwen3.6-27b/live,gpt-5.5,relevance,4
question_14,qwen3.6-27b/live,gpt-5.5,completeness,3
question_14,qwen3.6-27b/live,gpt-5.5,specificity,2
question_14,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_14,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_15,qwen3.6-27b/live,gpt-5.5,relevance,5
question_15,qwen3.6-27b/live,gpt-5.5,completeness,5
question_15,qwen3.6-27b/live,gpt-5.5,specificity,4
question_15,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_15,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_16,qwen3.6-27b/live,gpt-5.5,relevance,5
question_16,qwen3.6-27b/live,gpt-5.5,completeness,5
question_16,qwen3.6-27b/live,gpt-5.5,specificity,4
question_16,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_16,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_17,qwen3.6-27b/live,gpt-5.5,relevance,5
question_17,qwen3.6-27b/live,gpt-5.5,completeness,5
question_17,qwen3.6-27b/live,gpt-5.5,specificity,3
question_17,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_17,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_18,qwen3.6-27b/live,gpt-5.5,relevance,4
question_18,qwen3.6-27b/live,gpt-5.5,completeness,4
question_18,qwen3.6-27b/live,gpt-5.5,specificity,3
question_18,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_18,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_19,qwen3.6-27b/live,gpt-5.5,relevance,5
question_19,qwen3.6-27b/live,gpt-5.5,completeness,5
question_19,qwen3.6-27b/live,gpt-5.5,specificity,4
question_19,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_19,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_20,qwen3.6-27b/live,gpt-5.5,relevance,4
question_20,qwen3.6-27b/live,gpt-5.5,completeness,3
question_20,qwen3.6-27b/live,gpt-5.5,specificity,2
question_20,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_20,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_21,qwen3.6-27b/live,gpt-5.5,relevance,5
question_21,qwen3.6-27b/live,gpt-5.5,completeness,4
question_21,qwen3.6-27b/live,gpt-5.5,specificity,2
question_21,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_21,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_22,qwen3.6-27b/live,gpt-5.5,relevance,4
question_22,qwen3.6-27b/live,gpt-5.5,completeness,3
question_22,qwen3.6-27b/live,gpt-5.5,specificity,2
question_22,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_22,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_23,qwen3.6-27b/live,gpt-5.5,relevance,5
question_23,qwen3.6-27b/live,gpt-5.5,completeness,4
question_23,qwen3.6-27b/live,gpt-5.5,specificity,2
question_23,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_23,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_24,qwen3.6-27b/live,gpt-5.5,relevance,5
question_24,qwen3.6-27b/live,gpt-5.5,completeness,4
question_24,qwen3.6-27b/live,gpt-5.5,specificity,2
question_24,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_24,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_25,qwen3.6-27b/live,gpt-5.5,relevance,5
question_25,qwen3.6-27b/live,gpt-5.5,completeness,4
question_25,qwen3.6-27b/live,gpt-5.5,specificity,3
question_25,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_25,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_26,qwen3.6-27b/live,gpt-5.5,relevance,4
question_26,qwen3.6-27b/live,gpt-5.5,completeness,4
question_26,qwen3.6-27b/live,gpt-5.5,specificity,4
question_26,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_26,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_27,qwen3.6-27b/live,gpt-5.5,relevance,5
question_27,qwen3.6-27b/live,gpt-5.5,completeness,4
question_27,qwen3.6-27b/live,gpt-5.5,specificity,2
question_27,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_27,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_28,qwen3.6-27b/live,gpt-5.5,relevance,4
question_28,qwen3.6-27b/live,gpt-5.5,completeness,4
question_28,qwen3.6-27b/live,gpt-5.5,specificity,3
question_28,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_28,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_29,qwen3.6-27b/live,gpt-5.5,relevance,5
question_29,qwen3.6-27b/live,gpt-5.5,completeness,5
question_29,qwen3.6-27b/live,gpt-5.5,specificity,4
question_29,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_29,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_30,qwen3.6-27b/live,gpt-5.5,relevance,5
question_30,qwen3.6-27b/live,gpt-5.5,completeness,4
question_30,qwen3.6-27b/live,gpt-5.5,specificity,2
question_30,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_30,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_31,qwen3.6-27b/live,gpt-5.5,relevance,5
question_31,qwen3.6-27b/live,gpt-5.5,completeness,4
question_31,qwen3.6-27b/live,gpt-5.5,specificity,2
question_31,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_31,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_32,qwen3.6-27b/live,gpt-5.5,relevance,5
question_32,qwen3.6-27b/live,gpt-5.5,completeness,4
question_32,qwen3.6-27b/live,gpt-5.5,specificity,2
question_32,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_32,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_33,qwen3.6-27b/live,gpt-5.5,relevance,5
question_33,qwen3.6-27b/live,gpt-5.5,completeness,5
question_33,qwen3.6-27b/live,gpt-5.5,specificity,4
question_33,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_33,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_34,qwen3.6-27b/live,gpt-5.5,relevance,5
question_34,qwen3.6-27b/live,gpt-5.5,completeness,4
question_34,qwen3.6-27b/live,gpt-5.5,specificity,2
question_34,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_34,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_35,qwen3.6-27b/live,gpt-5.5,relevance,4
question_35,qwen3.6-27b/live,gpt-5.5,completeness,4
question_35,qwen3.6-27b/live,gpt-5.5,specificity,3
question_35,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_35,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_36,qwen3.6-27b/live,gpt-5.5,relevance,5
question_36,qwen3.6-27b/live,gpt-5.5,completeness,4
question_36,qwen3.6-27b/live,gpt-5.5,specificity,2
question_36,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_36,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_37,qwen3.6-27b/live,gpt-5.5,relevance,5
question_37,qwen3.6-27b/live,gpt-5.5,completeness,4
question_37,qwen3.6-27b/live,gpt-5.5,specificity,2
question_37,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_37,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_38,qwen3.6-27b/live,gpt-5.5,relevance,5
question_38,qwen3.6-27b/live,gpt-5.5,completeness,4
question_38,qwen3.6-27b/live,gpt-5.5,specificity,2
question_38,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_38,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_39,qwen3.6-27b/live,gpt-5.5,relevance,5
question_39,qwen3.6-27b/live,gpt-5.5,completeness,5
question_39,qwen3.6-27b/live,gpt-5.5,specificity,2
question_39,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_39,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_40,qwen3.6-27b/live,gpt-5.5,relevance,5
question_40,qwen3.6-27b/live,gpt-5.5,completeness,4
question_40,qwen3.6-27b/live,gpt-5.5,specificity,2
question_40,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_40,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_41,qwen3.6-27b/live,gpt-5.5,relevance,4
question_41,qwen3.6-27b/live,gpt-5.5,completeness,5
question_41,qwen3.6-27b/live,gpt-5.5,specificity,4
question_41,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_41,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_42,qwen3.6-27b/live,gpt-5.5,relevance,5
question_42,qwen3.6-27b/live,gpt-5.5,completeness,4
question_42,qwen3.6-27b/live,gpt-5.5,specificity,2
question_42,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_42,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_43,qwen3.6-27b/live,gpt-5.5,relevance,5
question_43,qwen3.6-27b/live,gpt-5.5,completeness,4
question_43,qwen3.6-27b/live,gpt-5.5,specificity,2
question_43,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_43,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_44,qwen3.6-27b/live,gpt-5.5,relevance,5
question_44,qwen3.6-27b/live,gpt-5.5,completeness,4
question_44,qwen3.6-27b/live,gpt-5.5,specificity,2
question_44,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_44,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_45,qwen3.6-27b/live,gpt-5.5,relevance,5
question_45,qwen3.6-27b/live,gpt-5.5,completeness,5
question_45,qwen3.6-27b/live,gpt-5.5,specificity,3
question_45,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_45,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_46,qwen3.6-27b/live,gpt-5.5,relevance,5
question_46,qwen3.6-27b/live,gpt-5.5,completeness,5
question_46,qwen3.6-27b/live,gpt-5.5,specificity,4
question_46,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_46,qwen3.6-27b/live,gpt-5.5,source_faithfulness,4
question_47,qwen3.6-27b/live,gpt-5.5,relevance,4
question_47,qwen3.6-27b/live,gpt-5.5,completeness,2
question_47,qwen3.6-27b/live,gpt-5.5,specificity,2
question_47,qwen3.6-27b/live,gpt-5.5,helpfulness,2
question_47,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_48,qwen3.6-27b/live,gpt-5.5,relevance,4
question_48,qwen3.6-27b/live,gpt-5.5,completeness,4
question_48,qwen3.6-27b/live,gpt-5.5,specificity,3
question_48,qwen3.6-27b/live,gpt-5.5,helpfulness,4
question_48,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_49,qwen3.6-27b/live,gpt-5.5,relevance,5
question_49,qwen3.6-27b/live,gpt-5.5,completeness,4
question_49,qwen3.6-27b/live,gpt-5.5,specificity,2
question_49,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_49,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_50,qwen3.6-27b/live,gpt-5.5,relevance,4
question_50,qwen3.6-27b/live,gpt-5.5,completeness,4
question_50,qwen3.6-27b/live,gpt-5.5,specificity,2
question_50,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_50,qwen3.6-27b/live,gpt-5.5,source_faithfulness,2
question_51,qwen3.6-27b/live,gpt-5.5,relevance,5
question_51,qwen3.6-27b/live,gpt-5.5,completeness,5
question_51,qwen3.6-27b/live,gpt-5.5,specificity,4
question_51,qwen3.6-27b/live,gpt-5.5,helpfulness,5
question_51,qwen3.6-27b/live,gpt-5.5,source_faithfulness,3
question_52,qwen3.6-27b/live,gpt-5.5,relevance,5
question_52,qwen3.6-27b/live,gpt-5.5,completeness,4
question_52,qwen3.6-27b/live,gpt-5.5,specificity,2
question_52,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_52,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_53,qwen3.6-27b/live,gpt-5.5,relevance,5
question_53,qwen3.6-27b/live,gpt-5.5,completeness,4
question_53,qwen3.6-27b/live,gpt-5.5,specificity,2
question_53,qwen3.6-27b/live,gpt-5.5,helpfulness,3
question_53,qwen3.6-27b/live,gpt-5.5,source_faithfulness,1
question_1,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_1,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_1,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_1,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_1,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_2,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_2,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_2,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_2,qwen3.6-27b/live,claude-opus-4.7,helpfulness,4
question_2,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_3,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_3,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_3,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_3,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_3,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,2
question_4,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_4,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_4,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_4,qwen3.6-27b/live,claude-opus-4.7,helpfulness,4
question_4,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_5,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_5,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_5,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_5,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_5,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_6,qwen3.6-27b/live,claude-opus-4.7,relevance,2
question_6,qwen3.6-27b/live,claude-opus-4.7,completeness,2
question_6,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_6,qwen3.6-27b/live,claude-opus-4.7,helpfulness,2
question_6,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_7,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_7,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_7,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_7,qwen3.6-27b/live,claude-opus-4.7,helpfulness,4
question_7,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_8,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_8,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_8,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_8,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_8,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_9,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_9,qwen3.6-27b/live,claude-opus-4.7,completeness,3
question_9,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_9,qwen3.6-27b/live,claude-opus-4.7,helpfulness,4
question_9,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_10,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_10,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_10,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_10,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_10,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_11,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_11,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_11,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_11,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_11,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_12,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_12,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_12,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_12,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_12,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_13,qwen3.6-27b/live,claude-opus-4.7,relevance,4
question_13,qwen3.6-27b/live,claude-opus-4.7,completeness,3
question_13,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_13,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_13,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_14,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_14,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_14,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_14,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_14,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,2
question_15,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_15,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_15,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_15,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_15,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_16,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_16,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_16,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_16,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_16,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_17,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_17,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_17,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_17,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_17,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_18,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_18,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_18,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_18,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_18,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_19,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_19,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_19,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_19,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_19,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_20,qwen3.6-27b/live,claude-opus-4.7,relevance,4
question_20,qwen3.6-27b/live,claude-opus-4.7,completeness,2
question_20,qwen3.6-27b/live,claude-opus-4.7,specificity,2
question_20,qwen3.6-27b/live,claude-opus-4.7,helpfulness,1
question_20,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,2
question_21,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_21,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_21,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_21,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_21,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_22,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_22,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_22,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_22,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_22,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,2
question_23,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_23,qwen3.6-27b/live,claude-opus-4.7,completeness,4
question_23,qwen3.6-27b/live,claude-opus-4.7,specificity,3
question_23,qwen3.6-27b/live,claude-opus-4.7,helpfulness,3
question_23,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,2
question_24,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_24,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_24,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_24,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_24,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_25,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_25,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_25,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_25,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_25,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_26,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_26,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_26,qwen3.6-27b/live,claude-opus-4.7,specificity,5
question_26,qwen3.6-27b/live,claude-opus-4.7,helpfulness,5
question_26,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,4
question_27,qwen3.6-27b/live,claude-opus-4.7,relevance,5
question_27,qwen3.6-27b/live,claude-opus-4.7,completeness,5
question_27,qwen3.6-27b/live,claude-opus-4.7,specificity,4
question_27,qwen3.6-27b/live,claude-opus-4.7,helpfulness,4
question_27,qwen3.6-27b/live,claude-opus-4.7,source_faithfulness,3
question_28,qwen3.6-27b/live,claude-opus-4.7,relevance,5
